latitude,longitude
47.37622754,8.567510909
47.38203861,8.598000707
47.38324864,8.586340771
47.39200996,8.60093065
47.37496737,8.566750918
47.37576749,8.567960908
47.37544745,8.568130908
47.37417729,8.56843091
47.37314715,8.567680918
47.37288712,8.567050922
47.37282712,8.568120916
47.3714969,8.562670953
47.37146689,8.562660954
47.37096682,8.561510962
47.37093681,8.560430969
47.37073677,8.558990978
47.37049673,8.557950985
47.36910651,8.553671015
47.36900649,8.55305102
47.36545608,8.555361016
47.3674763,8.552591027
47.38715857,8.54126104
47.38668852,8.541561039
47.38549838,8.542331038
47.37933766,8.544241044
47.38625845,8.540541047
47.38701857,8.542591031
47.36631612,8.548751054
47.36637613,8.548821053
47.36816632,8.545981066
47.36936645,8.54468107
47.36911642,8.544991069
47.3731369,8.543971064
47.37372698,8.544851057
47.37344694,8.543921064
47.36358566,8.535181145
47.36454577,8.534561147
47.36605594,8.533551149
47.36585598,8.539731111
47.36759617,8.538281115
47.36763618,8.538581113
47.3687163,8.537561117
47.36902634,8.538021113
47.37573716,8.539261087
47.37518709,8.53898109
47.37460702,8.538681094
47.37009649,8.539771099
47.36994647,8.539451102
47.36962643,8.539541102
47.36936638,8.53844111
47.36971642,8.53824111
47.37012647,8.537731112
47.36576604,8.547201065
47.40207132,8.602540599
47.40204131,8.6022606
47.40064111,8.601470611
47.36822647,8.560250978
47.3762065,8.483241459
47.37603647,8.482431465
47.37681655,8.481301471
47.37800666,8.479851478
47.37735662,8.482121464
47.37853673,8.481071469
47.37639653,8.483931453
47.38242721,8.483801441
47.38193715,8.483341446
47.38151709,8.482581452
47.38112704,8.482041456
47.38065698,8.481321462
47.38153706,8.480301468
47.38201713,8.481081461
47.38236717,8.481641457
47.38380733,8.481421455
47.38291725,8.48241145
47.38313723,8.479901467
47.38759923,8.588610741
47.38879946,8.595160697
47.38868947,8.596600689
47.3845274,8.480871457
47.38414736,8.48064146
47.38238714,8.479251473
47.38176706,8.47855148
47.38480739,8.477741479
47.38421739,8.482111449
47.3801669,8.479851474
47.38188706,8.477841484
47.38517748,8.481361452
47.38598758,8.481801447
47.38693769,8.481911444
47.38694764,8.478711467
47.38610754,8.478121473
47.38497741,8.478121476
47.3855675,8.479641464
47.38570753,8.48012146
47.38609759,8.48137145
47.38642756,8.47711148
47.38598751,8.476811483
47.38419731,8.476941486
47.38553743,8.475261495
47.38748767,8.47667148
47.38674758,8.476151486
47.38778768,8.474891493
47.38706759,8.474301498
47.38672756,8.475071494
47.38808775,8.477481473
47.38766774,8.47944146
47.38873775,8.472461508
47.38927781,8.472741505
47.3897679,8.474701489
47.39007795,8.476061479
47.38907774,8.469841526
47.38921777,8.470731519
47.38973795,8.478411463
47.38988796,8.477561469
47.38905786,8.477071474
47.38853781,8.478051468
47.38934792,8.479131459
47.38848784,8.480461451
47.390078,8.478781459
47.39051806,8.479241455
47.39078801,8.474381489
47.39024793,8.473531497
47.39040796,8.473871494
47.39099799,8.472061506
47.39174809,8.472721499
47.39064808,8.479601452
47.39103812,8.479501452
47.39107812,8.479121455
47.39082808,8.478831457
47.39074807,8.478841457
47.39161814,8.476931469
47.39422836,8.472041498
47.39425837,8.472441495
47.39793882,8.474591471
47.39386839,8.476701465
47.39125817,8.481271439
47.39181824,8.481591435
47.39099816,8.482161433
47.39171829,8.485231409
47.39150828,8.486511401
47.38975807,8.485451412
47.39013809,8.48422142
47.39047813,8.484421418
47.39123827,8.487431395
47.38978809,8.486831403
47.389028,8.486741405
47.38936802,8.485171415
47.38920801,8.48601141
47.38933806,8.488041395
47.38902804,8.489011389
47.38823794,8.488711393
47.38807794,8.489741386
47.38702777,8.486341413
47.39326861,8.494141342
47.39247841,8.487361392
47.36490602,8.556031013
47.36529608,8.556841007
47.37479752,8.583360819
47.37409746,8.585920806
47.37525761,8.586640798
47.37705782,8.583920808
47.37853793,8.576550847
47.3606458,8.594290802
47.37012659,8.548861042
47.37588727,8.547091037
47.39645058,8.603890614
47.39636058,8.60473061
47.39845089,8.60649059
47.3764173,8.543801056
47.37676734,8.544201052
47.37845757,8.545601038
47.3770074,8.546581036
47.37730746,8.548501023
47.37706738,8.544241051
47.37919765,8.54494104
47.37307677,8.532971134
47.3736068,8.530631148
47.38138737,8.503341308
47.37341679,8.531671142
47.37730731,8.535641105
47.37807741,8.536631097
47.37453694,8.532381134
47.3761971,8.529751147
47.37479691,8.527631164
47.37340676,8.529081158
47.37260667,8.529381159
47.37306675,8.531451144
47.37759718,8.522401191
47.37793721,8.521431196
47.37861726,8.519591207
47.3790373,8.518421213
47.37981736,8.515931228
47.37804706,8.509011278
47.37812691,8.497351357
47.38933776,8.46923153
47.39045786,8.467591539
47.40914215,8.594400618
47.40915215,8.594620616
47.40915216,8.595380612
47.40910217,8.596400605
47.40912218,8.596890602
47.40952228,8.599910582
47.42279366,8.576330673
47.41266262,8.594480602
47.41243258,8.593870606
47.41426269,8.585430652
47.41484271,8.582120671
47.41474275,8.585230651
47.41293262,8.592000616
47.37156685,8.556800989
47.37004673,8.564150949
47.37244702,8.563410946
47.37271706,8.563290946
47.37349713,8.561520954
47.37532735,8.560350956
47.36190569,8.560280996
47.3619857,8.560450995
47.36302586,8.563250975
47.36349593,8.564670965
47.36152569,8.565290967
47.36085558,8.561870989
47.36032554,8.56539097
47.36027555,8.567010961
47.36028556,8.567920955
47.35835534,8.571340941
47.35384482,8.575780928
47.35306473,8.577310921
47.3508845,8.583720891
47.36276587,8.568000948
47.363916,8.566850951
47.36099567,8.571440932
47.36095567,8.571630931
47.36373604,8.574780905
47.36037544,8.552191049
47.35951538,8.557791017
47.36357585,8.554741025
47.36435594,8.554381025
47.36414591,8.554031027
47.36148561,8.556351021
47.35510487,8.561521007
47.35506487,8.562731
47.3517645,8.566520987
47.35144447,8.568480976
47.35428486,8.573610939
47.35490494,8.574780931
47.36848637,8.547301057
47.37053664,8.549231039
47.37187682,8.550551027
47.37804755,8.548101024
47.37998778,8.548181017
47.38204804,8.548191011
47.39030902,8.545701
47.36858635,8.543721079
47.36835636,8.547321057
47.36762627,8.548041054
47.36667614,8.545741071
47.36714629,8.555951007
47.36631617,8.553081027
47.36615614,8.55264103
47.38494817,8.531191112
47.39074874,8.522211155
47.38431811,8.532061108
47.38342801,8.533261103
47.38244791,8.534571097
47.38145781,8.535911092
47.38022769,8.537841083
47.3843481,8.531301113
47.38447812,8.531991108
47.37692741,8.548671024
47.37758752,8.55054101
47.37996779,8.548651014
47.37809759,8.551201004
47.37919767,8.547061027
47.38173796,8.545241031
47.37783755,8.551051006
47.37649734,8.546811037
47.37714743,8.547321031
47.37148668,8.541961082
47.37155669,8.542441078
47.37176672,8.542821075
47.37160669,8.541981081
47.37145667,8.541591084
47.37021652,8.54110109
47.3701265,8.540341096
47.36950641,8.539411103
47.36750618,8.540151104
47.36576611,8.553891024
47.36523604,8.553301029
47.36090552,8.554951031
47.36184557,8.547651072
47.40419101,8.562350843
47.35228424,8.525371233
47.35316434,8.524511236
47.35742481,8.521921243
47.35761483,8.521531245
47.35449439,8.512861307
47.35402433,8.512561309
47.35341425,8.511791316
47.35906495,8.516401274
47.35930497,8.516441274
47.3627554,8.519081249
47.36304542,8.518181254
47.36310543,8.517931256
47.36613576,8.515871262
47.36729589,8.515221263
47.37012618,8.511921278
47.36990613,8.51029129
47.37701681,8.499371346
47.35507444,8.510941318
47.35703465,8.509651322
47.36435541,8.502881351
47.36476545,8.502731351
47.36898592,8.501371351
47.37322644,8.503961324
47.36893603,8.511041287
47.36642577,8.514161272
0,0
47.40250037,8.535521027
47.39870996,8.539161016
47.40445058,8.533631033
47.39685976,8.541061009
47.39243933,8.549070971
47.39136902,8.536281059
47.39359931,8.537591043
47.38924883,8.541571031
47.38834871,8.54065104
47.38984892,8.542201025
47.38779869,8.544041019
47.38710863,8.546051009
47.3875286,8.539631049
47.38328813,8.543421038
47.38221802,8.544891031
47.37526726,8.552891002
47.37599735,8.553380997
47.37691748,8.554370988
47.37662745,8.555300983
47.37608737,8.553370997
47.37764766,8.562330936
47.37866775,8.559220952
47.37844781,8.567220904
47.37854784,8.568310897
47.38146824,8.571540867
47.36039579,8.596760789
47.35986571,8.594500804
47.35904561,8.596540795
47.36014575,8.595920795
47.34740417,8.606560777
47.34622401,8.605510786
47.34811426,8.605090782
47.34662402,8.595330839
47.34544386,8.593310854
47.34707409,8.598160823
47.34653402,8.597940825
47.34623397,8.596070836
47.34502381,8.593940851
47.34610399,8.6028108
47.34587396,8.602410803
47.34649404,8.603370796
47.34549392,8.605910786
47.34692409,8.603070797
47.34723413,8.602940796
47.34735415,8.604190789
47.39577055,8.608170592
47.39504046,8.609260589
47.40291066,8.550500925
47.40392079,8.55067092
47.40412079,8.54909093
47.40473087,8.549530925
47.40336068,8.54808094
47.40306064,8.547910942
47.40359071,8.548290938
47.40253065,8.553210909
47.40140047,8.55056093
47.40074036,8.548670945
47.4033508,8.55559089
47.40350082,8.555880888
47.40387087,8.556420883
47.40488087,8.548350932
47.40595101,8.548420928
47.40546099,8.550910913
47.40661114,8.551470905
47.40694117,8.55060091
47.40493095,8.553010901
47.40825127,8.546710931
47.40857131,8.54661093
47.40590108,8.553470895
47.40473099,8.556720877
47.40634112,8.552220901
47.40526097,8.551660909
47.40988145,8.545100936
47.4101815,8.546120928
47.41040157,8.548230913
47.41113162,8.545760927
47.40926145,8.550010905
47.4108418,8.55876084
47.41091188,8.56329081
47.41166194,8.561090822
47.41274209,8.561360815
47.4116019,8.558730837
47.41194201,8.563220806
47.4014504,8.545250965
47.40193044,8.54438097
47.39915007,8.542470992
47.4077821,8.603310569
47.40699194,8.599740594
47.37616753,8.56730091
47.37453727,8.562440945
47.37393719,8.561860951
47.36830649,8.56145097
47.37103687,8.56508094
47.37477719,8.551721011
47.36685621,8.551051038
47.36806639,8.554021016
47.36986659,8.552281022
47.36940651,8.549751039
47.37006658,8.548971042
47.36856642,8.550811035
47.36743626,8.549111048
47.36748627,8.549211048
47.36775631,8.549691044
47.36723625,8.550281042
47.36824637,8.550361038
47.36906646,8.549111044
47.3694465,8.548471047
47.37029662,8.550201033
47.37061666,8.550371031
47.37026664,8.552051022
47.37013663,8.55244102
47.37144684,8.557940982
47.3718469,8.558910975
47.37185691,8.55977097
47.37281704,8.56084096
47.37224698,8.562010955
47.37663758,8.566850912
47.37739768,8.566820909
47.37650758,8.567630907
47.37863786,8.569090891
47.37827784,8.571250879
47.37888793,8.573020867
47.37937801,8.574000859
47.38056814,8.572620863
47.38098821,8.573500857
47.38395859,8.574130842
47.38415866,8.577580821
47.38422865,8.576160829
47.38529881,8.577930814
47.36532599,8.546921068
47.36326579,8.55238104
47.36378584,8.551001047
47.36351583,8.553731031
47.36308577,8.553321035
47.36280574,8.552931038
47.36416589,8.551861041
47.36377585,8.552341039
47.3641359,8.552961034
47.36445594,8.55350103
47.36423592,8.553811028
47.36303575,8.551751044
47.3615756,8.554341033
47.36074549,8.55341104
47.36206565,8.553801034
47.36123555,8.552991042
47.36120554,8.552501045
47.36178561,8.552761042
47.36078545,8.54848107
47.3611155,8.549861061
47.3612555,8.548011072
47.36130551,8.548201071
47.36074545,8.548321071
0,0
47.32949188,8.606710826
47.33002195,8.608060818
47.3289718,8.600760858
47.3289318,8.599550865
47.3292218,8.580470965
47.33061196,8.579840965
47.33114203,8.579750964
47.33166209,8.579700963
47.33163209,8.580800958
47.33159208,8.576890979
47.33647267,8.576670968
47.33670271,8.577600963
47.33742279,8.576530967
47.33705274,8.576320969
47.33519252,8.577350968
47.33494249,8.577590967
47.33564258,8.578880958
47.33575259,8.579060957
47.33490248,8.577260969
47.33390236,8.578620964
47.34051315,8.572480982
47.34119326,8.577240954
47.34079323,8.581930929
47.33682271,8.574680979
47.33680269,8.570531002
47.34772407,8.577580935
47.347304,8.574660952
47.34676392,8.571910969
47.34613384,8.571530973
47.34541375,8.571950972
47.34345351,8.572660973
47.34346352,8.574100965
47.34371356,8.576050954
47.34220338,8.576480955
47.34218337,8.575190962
47.34590384,8.577170942
47.34600386,8.578670933
47.35021438,8.577340929
47.35014437,8.577380929
47.35184457,8.576580929
47.34891422,8.577950929
47.34696397,8.577260938
47.34921423,8.573220955
47.34886419,8.573700953
47.34880419,8.576200939
47.34851413,8.57102097
47.34893419,8.572770959
47.34704395,8.57163097
47.34232336,8.570490989
47.34589379,8.568160993
47.34630384,8.567720994
47.34696391,8.567070996
47.34874411,8.563291013
47.3494442,8.564881002
47.34823406,8.565901
47.35034433,8.567620984
47.3508144,8.569200974
47.35395471,8.559431023
47.35393473,8.56159101
47.33459243,8.571880999
47.33022191,8.576370985
47.36560616,8.561740977
47.3651961,8.560270987
47.36693629,8.558630992
47.36870655,8.562360964
47.36203576,8.56633096
47.36325593,8.568820941
47.36352598,8.569970934
47.36385603,8.571090926
47.36090566,8.571380933
47.36193575,8.566100961
47.35923544,8.56940095
47.35938545,8.568550954
47.35950546,8.567670959
47.36049553,8.561160995
47.3877778,8.482431439
47.38504752,8.484981427
47.39035821,8.490541375
47.38968817,8.492771361
47.39052806,8.479351454
47.38213762,8.515281226
47.37944731,8.51576123
47.38903847,8.517521192
47.38049745,8.517351216
47.38137753,8.515491226
47.37969738,8.519081207
47.37766723,8.525791168
47.37686717,8.528791151
47.37590712,8.533781121
47.37831736,8.530421136
47.37882743,8.531021131
47.37820737,8.532081126
47.37618708,8.527821159
47.375607,8.526861167
47.37386678,8.526361175
47.37623706,8.52613117
47.37641709,8.526581167
47.37965749,8.52770115
47.38067758,8.525271163
47.37988747,8.524411171
47.37726719,8.526771163
47.38012755,8.527981147
47.40702194,8.599690594
47.40638185,8.599070601
47.40478163,8.599040608
47.40409152,8.597270622
47.40473157,8.595020633
47.40464156,8.594960634
47.37920722,8.51128126
47.37841715,8.51306125
47.37814718,8.517591221
47.37687707,8.520631204
47.37873723,8.516111229
47.37901725,8.515211235
47.37644708,8.525731172
47.37740721,8.526411165
47.37799728,8.526751161
47.37848734,8.527051158
47.37905741,8.527371154
47.37733723,8.529331146
47.3778473,8.529881141
47.37538695,8.52490118
47.37502692,8.526081173
47.37531698,8.528451157
47.37573704,8.529081152
47.37506697,8.529881149
47.37468692,8.529341153
47.37435687,8.528851157
47.37405683,8.528441161
47.37501694,8.527951161
47.37384682,8.529531154
47.37430688,8.529811151
47.37465693,8.530411146
47.37433689,8.530801145
47.37400685,8.530211149
47.37642711,8.528211156
47.37382685,8.531941139
47.37556704,8.530651142
47.37696717,8.527601158
47.37671713,8.526741165
47.3764571,8.527331162
47.37432685,8.527001169
47.37365678,8.527881165
47.37595705,8.527431162
47.37126652,8.530431155
47.3720066,8.529581159
47.37106651,8.531121151
47.37854759,8.546481032
47.38060782,8.545141035
47.38207799,8.544341035
47.38195797,8.54371104
47.38173793,8.542641047
47.37994773,8.544141043
47.37319678,8.532531137
47.37334679,8.53194114
47.36991635,8.529151167
47.37777739,8.537731091
47.37752737,8.538801084
47.37722735,8.539901078
47.37714735,8.54117107
47.37698735,8.542381063
47.3764472,8.535021112
47.37830761,8.551071004
47.37778746,8.543691052
47.37886759,8.54357105
47.38036777,8.54288105
47.38265803,8.541551052
47.37880757,8.542531057
47.3677562,8.539221109
47.35734492,8.535401159
47.35657483,8.534841164
47.36252552,8.533851156
47.36314559,8.533621156
47.37377675,8.524711186
47.3776773,8.531321132
47.38148772,8.528911137
47.38392804,8.530941117
47.38072763,8.528391143
47.38524822,8.532521103
47.38463816,8.533031101
47.38390808,8.534021097
47.38192788,8.536681085
47.38248796,8.537641077
47.38096778,8.538131079
47.38447816,8.534961089
47.3842281,8.532171108
47.38187783,8.533641105
47.38101775,8.535161098
47.38717827,8.519281185
47.3783475,8.541221067
47.37817748,8.541421066
47.37786744,8.541511066
47.37728737,8.541351069
47.37847752,8.541771063
47.37866756,8.542601057
47.37763744,8.543101057
47.37694735,8.543291058
47.37862754,8.541641063
47.37955766,8.542151057
47.40513977,8.481941398
47.40521975,8.480571408
47.409521,8.521741098
47.36777626,8.544871074
47.36803629,8.544601075
47.36863636,8.544521073
47.36948645,8.543571077
47.36797629,8.54530107
47.36822632,8.545031071
47.36959647,8.544101073
47.36938644,8.543691077
47.36966647,8.543491077
47.36955647,8.544021074
47.38050781,8.544771037
47.38001775,8.545141037
47.38011777,8.545441034
47.40355949,8.476701441
47.40273949,8.481621407
47.39834912,8.48971136
47.39819911,8.48983136
47.39863922,8.493441333
47.39875923,8.493421332
47.39873923,8.493301333
47.3994093,8.493131333
47.3994693,8.492641336
47.39967933,8.492961333
47.39970934,8.49342133
47.40187928,8.475651453
47.40011941,8.494451321
47.39980938,8.495281316
47.39939938,8.497621301
47.39919937,8.498651294
47.39527907,8.508291237
47.39478909,8.513401203
47.39370906,8.519651163
47.39130886,8.526071127
47.3905288,8.527921117
47.38913866,8.530411105
47.38608836,8.535291082
47.38310806,8.540171059
47.3819479,8.538161076
47.38192789,8.537961077
47.37955765,8.541181063
47.38040774,8.540601064
47.38078778,8.540321065
47.38114782,8.540041066
47.38127783,8.539091072
47.37993767,8.539561073
47.38007769,8.53990107
47.3800577,8.540501066
47.38050775,8.540091067
47.38022771,8.53981107
47.38031772,8.539601071
47.38049774,8.53963107
47.38065776,8.539971068
47.38062776,8.540041067
47.38120783,8.539681068
47.38108782,8.539861067
47.37984768,8.540991064
47.37678732,8.541611069
47.37443703,8.541731075
47.37316681,8.535441118
47.37275674,8.534181127
47.39912962,8.514581182
47.40293995,8.507161222
47.40527019,8.504981231
47.40991074,8.504891217
47.41014077,8.505101215
47.41062084,8.50553121
47.41168109,8.512151159
47.41172102,8.508271187
47.41171101,8.507591192
47.41148096,8.506351201
47.4111309,8.505671207
47.41019078,8.504931216
47.40903062,8.503911227
47.40762044,8.503261236
47.4127011,8.506191199
47.41117091,8.505871206
47.41218104,8.506081201
47.41074085,8.505071213
47.41033079,8.504911216
47.40864056,8.502841236
47.40706038,8.503311237
47.40652032,8.503511238
47.40658033,8.503961234
47.40661034,8.504111233
47.4053302,8.50509123
47.40904062,8.503631229
47.40869059,8.504661223
47.40839057,8.505321219
47.40845058,8.505491217
47.40857059,8.505451217
47.40851058,8.505201219
47.4087506,8.504671222
47.40933067,8.504441222
47.40909062,8.503661228
47.40815054,8.505321219
47.41092091,8.507501195
47.41038088,8.509121185
47.40878066,8.5077312
47.40822059,8.507331205
47.4068104,8.506321216
47.40871065,8.507921199
47.4077405,8.505851217
47.40756048,8.505801218
47.40716043,8.50568122
47.40691041,8.506021218
47.40947069,8.504831219
47.41236113,8.509741174
47.40858053,8.502031242
47.4130609,8.493081293
47.41192073,8.49132131
47.41230073,8.488701328
47.41285079,8.488701326
47.41718122,8.484911342
47.41769125,8.483171353
47.42746211,8.469921425
47.43463299,8.47159139
47.41219104,8.5062512
47.41180099,8.506241201
47.41386131,8.510071167
47.41044088,8.508941186
47.40982084,8.510811175
47.40942081,8.511991168
47.40692049,8.510741185
47.40714051,8.510111188
47.40710049,8.509651192
47.40742052,8.508811197
47.40477012,8.504191238
47.40443007,8.503551244
47.40383999,8.503271247
47.40288986,8.502031259
47.40278984,8.501521263
47.40291983,8.499851275
47.40276981,8.499671276
47.40233975,8.49935128
47.39578925,8.516401179
47.39602927,8.515631184
47.40097964,8.502101264
47.40164969,8.500461274
47.40206972,8.499251281
47.40204969,8.497771292
47.39239896,8.52370114
47.38676844,8.534631084
47.38649838,8.532971096
47.38331807,8.538471069
47.38727838,8.52592114
47.3859382,8.524911151
47.3881484,8.520151176
47.38497812,8.52703114
47.38056768,8.534431104
47.38331796,8.530431122
47.38523814,8.526421143
47.37377682,8.530451149
47.37649736,8.548321027
47.37652731,8.544171053
47.37683738,8.546351038
47.43556519,8.568000671
47.42893443,8.57408066
47.4287044,8.574160661
47.42879441,8.573920662
47.42883442,8.574270659
47.4127026,8.592760612
47.40635173,8.591460648
47.4075619,8.592320638
47.40915214,8.593800621
47.40928221,8.597250599
47.40932217,8.594670615
47.40938218,8.594440616
47.40928216,8.594310618
47.40258139,8.602400597
47.40349965,8.485961373
47.3961288,8.485571396
47.39759891,8.482061417
47.39297901,8.522761144
47.37350677,8.529021159
47.37795729,8.528071153
47.37895742,8.529131143
47.36964637,8.533681139
47.36934633,8.533951138
47.36769614,8.534581138
47.36447578,8.536921132
47.36792618,8.535581131
47.36525582,8.531671163
47.36467574,8.530661171
47.36399564,8.528601185
47.36138531,8.525571211
47.35873496,8.521841241
47.35773484,8.521711244
47.35757482,8.521171247
47.35813487,8.519751255
47.36977646,8.540681094
47.36676611,8.541541097
47.39907974,8.522201129
47.39940976,8.521251135
47.39982978,8.519131148
47.40391162,8.606490567
47.40214141,8.608490562
47.39777071,8.600030632
47.39919091,8.600570623
47.37182654,8.526031182
47.37059635,8.52225121
47.36973623,8.520341224
47.37006626,8.51935123
47.3677057,8.495081396
47.35946444,8.465181613
47.35920441,8.465121614
47.35464394,8.467041607
47.34923345,8.475651557
47.34920345,8.475891556
47.34811334,8.47698155
47.33989251,8.484261514
47.33540206,8.488101495
47.33367187,8.488501495
47.33828266,8.530101232
47.33997285,8.52999123
47.34388331,8.530121221
47.37180588,8.473111538
47.37278607,8.479091494
47.37523642,8.485351446
47.37387625,8.483931459
47.37450633,8.484621453
47.3911379,8.465521553
47.38191796,8.543501041
47.37908765,8.546161033
47.37934769,8.546941027
47.37942768,8.545571036
47.41195135,8.524691069
47.41418151,8.518901102
47.42271234,8.508041151
47.42365241,8.505551166
47.42016195,8.503601193
47.41913188,8.506481175
47.41572159,8.51298114
47.41368145,8.518511107
47.41279132,8.517251119
47.41229121,8.514921137
47.41639155,8.506531184
47.41027087,8.509461183
47.41018086,8.509551183
47.40919079,8.512331166
47.40904077,8.512431166
47.40732057,8.51259117
47.40424036,8.522041114
47.39973994,8.529921075
47.39881983,8.52958108
47.39845979,8.530341076
47.3991399,8.531851063
47.39570949,8.532161072
47.39535945,8.532341072
47.39378927,8.533601069
47.38843866,8.536401067
47.42907276,8.490991257
47.38441811,8.531581111
47.38453813,8.531901109
47.38483816,8.531661109
47.38440811,8.531431112
47.38473815,8.531331112
47.33892278,8.538161183
47.33447228,8.542301168
47.36885622,8.528651173
47.36913625,8.528211175
47.37842725,8.520171203
47.3795476,8.537441087
47.37921757,8.538431082
47.37848751,8.54064107
47.37707735,8.541971066
47.37668734,8.54456105
47.39715872,8.474201476
47.37845736,8.528631148
47.37714727,8.533841117
47.37099626,8.510251287
47.3790276,8.542921054
47.3798277,8.542591053
47.36547602,8.548211059
47.36515598,8.548741057
47.36477594,8.549471053
47.36504598,8.550171048
47.3571049,8.535601158
47.35564472,8.535341163
47.35506465,8.535051167
47.35502464,8.53447117
47.37787745,8.541591066
47.37768742,8.541601066
47.37728737,8.541501068
47.37684731,8.540631075
47.37628724,8.54012108
47.37676727,8.538171091
47.37681728,8.537991092
47.37555711,8.537161101
47.3713366,8.536101119
47.37062652,8.537081115
47.37231673,8.537701106
47.37175665,8.536781114
47.37008643,8.534301134
47.37766714,8.518641215
47.37740712,8.519381211
47.37837724,8.520311202
47.37967741,8.521471191
47.37996744,8.520891194
47.37916735,8.520981196
47.3782573,8.526271164
47.37891737,8.52506117
47.3793074,8.524261174
47.37943743,8.525271167
47.37771723,8.525641169
47.37789725,8.525251171
47.37674711,8.524851177
47.37852733,8.525791166
47.37945742,8.523961175
